review_id                         review_comment_title        review_comment_message                                                                                                                                                                                              
01026407ec76472ff0d32f0ba7e1c50a  Recomendo                   Recomendo o produto, entrega no prazo. Sem problemas com instalação do driver.                                                                                                                                          1
010b7361d3c6962ffb181a8764da3b36  Mercadoria errada           Minha bolsa de caçamba veio da Ford ranger ao invés da frontier                                                                                                                                                         1
010bbc0130dafa459ccd25d2bcf82cdb  super recomendo             Produto excelente e otimo atendimento!! Muito grata!!!!                                                                                                                                                                 1
011e96c5e421c691d96b3f0065f5ccdd  não recomendo               O produto foi entregue corretamente, e até antes do prazo, porém, a sua qualidade é bem inferior ao esperado.                                                                                                           1
0120fbe7fc2e94e87346d531ce971358  Recomendo                   Ainda não usei o produto.                                                                                                                                                                                               1
012902a4690846e0d3e1cb3a950a1bd0  Produto ainda não chegou    Recebi um pacote com apenas um item do que comprei, estou com o recibo. O outro item não foi enviado e não consigo uma resposta do vendedor                                                                             1
01291a39bf79eea405012fdd541442f3  Ótimo                       Produto chegou em perfeito Estado. Bem embalado e protegido.                                                                                                                                                            1
012f4d3e86e76a981b2891f33865eba3  8                           Gostei do produto, tive dificuldade para montar, pois não conseguia rosquear ele porque estava com um amassadinho no furo, mais dei um jeito e ficou muito bom.                                                         1
01311eeea5cacf9234fad20509dad8e8  LINDO GORRO                 AMEI O GORRO, É LINDO E COM ÓTIMO PREÇO. RECOMENDO SEM DÚVIDA!                                                                                                                                                          1
0132e8c41fd4825325e464dd25543aff  produto no prazo            Ainda avaliando a utilidade...                                                                                                                                                                                          1
01397db4292ecec55fc28fd010b74873  super recomendado           excelente                                                                                                                                                                                                               1
01415c26934d97f56f4b7b40474b817e  Ótimo                       Gostei muito, ótima qualidade.                                                                                                                                                                                          1
0141fe772ca0cc97ba070ac6975d0e81  o produto parece ser bom,   o led do produto não acende                                                                                                                                                                                             1
014295912d0bb13c6cbb868e17746d1e  Produto original            Produto com etiqueta de autenticidade.                                                                                                                                                                                  1
0146535aa17e2c650aa05fe21ddad611  Bom                         Bom                                                                                                                                                                                                                     1
014759ee29a57ca6c5a5564d752c56e6  Muito bom                   Entregaram antes do prazo, o produto veio bem embalado e era conforme a descrição do site. \r\nMuito bonito e funciona bem.                                                                                             1
014bb9d880369a341aec44c060de24d5  Meu produtor n foi entreg   Meu produto não foi entregue ainda. E o vendedor não me dar nenhuma satisfação eu já mandamei vários email msg de reclamação é até agora nada foi feito                                                                 1
014cbc0b0bbc93ade6cdc4f99eac979e  Satisfeito                  Compro e sempre comprarei com\r\nVcs d lannister.com                                                                                                                                                                    1
0153726cf98dfa0f5c0994878e787db3  Recomendo                   ..                                                                                                                                                                                                                      1
0157cbf2ad5add2ac0c1cbe36ec903d0  excelente produto           produto muito bom...conforme o esperado                                                                                                                                                                                 1
0158029fd0bae625bcf45e9ecc022625  10                          Primeira vez que compro e gostei entregaram até antes da data muito bom                                                                                                                                                 1
0159077dd9d4cb22186f4a0c65ac61da  ruim                        Estou preocupado, pois até agora não recebi o produto, e nem fui comunicado o porque está atrasado.                                                                                                                     1
0162340d190549d567ee0fdfb8fb725b  Atraso na entrega           Ainda não recebi o produto é já se passou o prazo solicitado.                                                                                                                                                           1
0169dcd326e9cf2ec4694b98aa454b03  Ótimo                       Ótimo produto vale cada centavo                                                                                                                                                                                         1
016febd6d1da5ce4c4641ca56d09e532  Excelente...                Se pré compro são muitos sério no que fazem...                                                                                                                                                                          1
0178494e0c001522d2fa981f6d235cb1  Ótimo                       Entrega super rápida, antes mesmo do prazo. Muito bom.                                                                                                                                                                  1
017cbfb4c078093ed86bfffd6d406c6e  Ótimo!                      Conforme chegou conforme anunciado, recomendo a loja..                                                                                                                                                                  1
019b28ab27a98e902f93cff6243304f2  muito bom                   tudo ocorreu com prometido e esperado. recomendo com empenho.                                                                                                                                                           1
01aeec294fb418aa779497b302ea10e9  Simples                     Funciona como casinha para o meu coelho, mas é muito simples, sem acabamentos bem feitos. Parece feita de qualquer jeito, com os grampos e os parafusos por fora. Não traz instruções para montagem                     1
01b1e890078ae36da559713cd7435e72  Compra de produto           Gostei do produto, mas veio com a numeração em algarismo Romano errada. O número 4 está escrito como IIII.                                                                                                              1
01c6910591cf82408f2e4217e6484be8  Não é o esperado!!          Produto bem diferente da foto.poderia ter sido embalado com mais proteção.pois chegou meio riscado!!sem falar na demora da loja parceira para fazer a postagem!                                                         1
01d08cbdbce127b0a4ed6c60e1ee6ee1  Recomendo                   Recebi dentro do prazo estabelecido, adorei os produtos                                                                                                                                                                 1
01d18deda36176adb496702f794c7ac8  Muito bom                   Rapida entrega...bem antes da data                                                                                                                                                                                      1
01de9c30dac50492f75e5837a8d38dcc  Super recomendo             Ótimo.                                                                                                                                                                                                                  1
01e55995b828eb9eac03aa16f1a88663  MUITO BOM                   PRODUTO ÓTIMO, LACRADO E CHEGOU ANTES DO PRAZO.                                                                                                                                                                         1
01eb0f31f1282c8a9626078393209441  bom                         bom produto                                                                                                                                                                                                             1
01f03e58fbe0a214ef4baf77cc11cc18  Ótimo                       Recebi o relógio, veio muito bem embalado e protegido de danos, no tempo previsto para entrega, estou satisfeitíssima, grata pela atenção.                                                                              1
01f729a68a977867b3b819eb5f96be64  ENTREGA                     ATE AGORA O PRODUTO NÃO FOI ENTREGUE                                                                                                                                                                                    1
020e75383c224757492c403be52ef229  Chegou antes do tempo       Produto bem embalado. Chegou antes do prazo. \r\nFiquei muito satisfeita como sempre!                                                                                                                                   1
020ed8f7741bc693d6a40a71cc82a24e  excelente fornecedor        Entregue em em boa embalagem e dentro do prazo!                                                                                                                                                                         1
02143c0c776cce9535586cc616a5fedd  ÓTIMO PRODUTO               PRODUTO DE QUALIDADE E NO TAMANHO IDEAL.                                                                                                                                                                                1
021515f18c9300381946cb7254e5eb9f  Satisfeito                  Produto chegou no prazo, e deu tudo certo                                                                                                                                                                               1
0215ef70487788987ef8d205b17de09d  Super recomendo.            Entrega antes do prazo, ótimo produto. Super recomendo essa loja                                                                                                                                                        1
021b1f221ff0f058c99448f8de890d47  Produto errado              Não veio o mesmo produto referente à foto no momento compra !                                                                                                                                                           1
022ac7d39c82347734a3e22ceec441ec  Assim como uso, recomendo   Muito rapido, muito pratico, sempre recebi os produtos exatamente como foram divulgados e ainda antes do prazo.                                                                                                         1
0232421580625d7f28addcba03b40e3b  Ótimo                       Produto ótimo, chegou certinho e um detalhe , sem risco , td nos conforme                                                                                                                                               1
023673f3e89a8e708c9e56032554dac0  Pensei ser maior            Achei que os potes eram maiores mais valeu valor dele legal 👍🏼                                                                                                                                                          1
023a45d2faebd9553e1a8387c4221e3a  Não chegou                  O produto ainda não chegou                                                                                                                                                                                              1
023fd2942cf89cc5292912262df97ade  Péssimo                     Comprei uma marca e veio outro bem inferior. Já pedi p devolver. Estou aguardando.                                                                                                                                      1
02437602462203ddc6b03ed156846f73  Recomendo                   Entrega antes do prazo. Muito bom                                                                                                                                                                                       1
0244f3b65a7e72794aff7d0459c33bc2  Compra de relógio masculi   Lindo relógio, perfeito...muito elegante...meu marido adorou!                                                                                                                                                           1
025820f7c9c017496a2ed2490786b885  super recomendo             Produto maravilhoso, é caro, porem muito bom di ontem p minha cachorra q estava pura pulga, já havia usado de tudo e nada resolvia hj ela sta sem uma pulga no corpo, adorei                                            1
025bfaa5169c1a8835fae8caa95466ca  Parabens pela seriedade     Pedido entregue bem antes do cobinado obrigado parabens                                                                                                                                                                 1
026a25fd1ae986a8fdb60ad90e1b1f98  Pontual                     Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo                                                                                                                                                 1
027816b74a0cba9ce961d8be5dae3472  produto errado              Não entregou o produto correto                                                                                                                                                                                          1
0286596012824d4747ed5539ffa44123  recomendo                   produto entregue antes do prazo previsto                                                                                                                                                                                1
02ab568c48760903bd69b7257a197bc3  Excelente aquisição         A bomba é ótima, não dói e é fácil de ser utilizada.                                                                                                                                                                    1
02aef505266bdd9464e1f44eb7a64427  Nem NF foi emitida!!        Pedido realizado no dia 18/07 com previsão de entrega para o dia 26/07. Hoje é dia 30/07 e nem a NF do produto foi emitida ainda!\r\nPior... Sem nenhuma satisfação de lannister nem targaryen...\r\nPéssimo...         1
02b17c9b167f1ef7c0758210aeab1e3d  recomendo                   superou a expectativa, tanto no produto como a entrega bem antes do prazo                                                                                                                                               1
02b9422adefa252d4e28ab55b35a3b2e  Recomendo!                  Produto chegou direitinho e antes, muuuito antes do prazo! Superou minhas expectativas!                                                                                                                                 1
02bc7560638893ea3d61a3f775ce7c5d  RECOMENDO                   ótimo produto, ótimo atendimento, entrega..                                                                                                                                                                             1
02bc92d1021be67fa268958472479392  super recomendo             responsabilidade dom o cliente...parabéns.                                                                                                                                                                              1
02c2e703ac1ec44d3e84d8479670868e  Péssimo                     Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum.                                                                                                  1
02d1c042e4f7cebf4fbe0be966a1ff61  Qualidade.                  Recebi, mas porém, não é original.\r\nDeveriam ser mais transparente, pq no site está constando que é uma peça original.                                                                                                1
02d40b52a746c7d3fdeb703d1a56e072  Luvas                       Comprei mas nao veio entrega ainda queria dabe onde esta o produto                                                                                                                                                      1
02d90afea6e1d460602ff71b3d601659  Atraso na entrega           Ainda recebi o produto,já passou do prazo estimado e paguei o frete                                                                                                                                                     1
02dae59a597c87b10313d8d7191a2dfa  Bom                         Muito bom.                                                                                                                                                                                                              1
02dc5a8add0c667ea45517223264defa  ************                Minha filha adorou as cartas.                                                                                                                                                                                           1
02e6cf9aa3d637e9c45dfea3bd9c09a8  Excelente                   O produto funciona corretamente, aquece bem e é indicado para microeletrônica uma vez que a ponteira é bem fina. Quanto ao prazo, chegou em 1 semana e estou no nordeste.                                               1
02f167e9ff39cfa879841f8db64cbfb9  Produto em fase de teste    Comprei este produto para dar um gás a mais nos treinos. Ainda estou testando mas o sabor é agradável e não é muito doce. Ele dissolve bem. Não use anabolizantes. Preserve sua saúde com inteligência!                 1
02f1ac2848069e79cff5433e9a149d55  Produto lindo!              Super recomendo! Lindas as luminárias e entrega rápida, antes do prazo.                                                                                                                                                 1
02f29e4ac238024f80ed96cc0f30e772  Regular                     Não gostei. Muito fina. Não é cara, mas por esse preço compro uma melhor.                                                                                                                                               1
0302ac24139f464e1306fa2a16baa454  Ótimo                       Muito Bom, Produto, entrega                                                                                                                                                                                             1
0304ed6c556680922c22e53eaafea77c  Ótima                       Sem problemas                                                                                                                                                                                                           1
030a6bf487ae912d9d85ea8ff6c71626  Recomendo                   Entrega Rápida demais!                                                                                                                                                                                                  1
030fc85ad4308b5c4ad68432905ad498  Muito bom                   muito bom                                                                                                                                                                                                               1
031d69bc958d9caddfde636361aa5bda  Ótimo                       Chegou na data certa, produto muito bom.                                                                                                                                                                                1
03286c3417c6c442d28a5c26d523ac1e  bom                         fora a demora esta ok                                                                                                                                                                                                   1
032cecbea638b588b8a6fd5be4fddf8c  produto horrivel            produto fora da minha expectativa                                                                                                                                                                                       1
032cfb72d792d30b6181b482d85f8d1a  Tudo certo!                 A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho.                                                                                                                    1
032cfcafde9237e9b8c33f00532874f5  Satisfeito                  A fechadura é de ótima qualidade, veio dentro do prazo e é de fácil instalação. Já instalei e está funcionando perfeitamente, muito satisfeito e recomendo a todos. Obs: na foto estava com chave tetra!                1
03351eaad099ad2cc1b61499ce2ac677  Ok                          Ok                                                                                                                                                                                                                      1
0338d7a37dc97f90a7f3f1896bc253a8  TOP                         Muito boa, reforçado cabo de aço, chave tetra, comprei para prender minha magrela, recomendo\r\n                                                                                                                        1
03481cace568fd150210bc6eb7ed8f83  Excelente                   cabo de excelente qualidade, chegou dentro do prazo.                                                                                                                                                                    1
034b380b1f9d6b1a24b4e56c47ccfc29  ótima                       ótima                                                                                                                                                                                                                   1
034bbd88dec5f15a61467c7410aaa28b  Excelente                   Estou muito satisfeita com este parceiro de vcs que me enviou este produto, e também com a Empresa lannister                                                                                                            1
036963bd2c4b9a231d2a7079bbba47a8  ruim                        nao recebi o relogio de parede                                                                                                                                                                                          1
036b3880b7f0b2d0f0d88246ef03a67b  Ótimo                       Produto de excelente qualidade                                                                                                                                                                                          1
037086afb8f94140043562ccc2d5ee16  Excelente                   Foi entregue muito bem embalado, o produto é bom. Já está instalado..                                                                                                                                                   1
0377b571bc2c7d3ad6ca04884dfcc27d  Boa aquisição               Bom produto                                                                                                                                                                                                             1
0384abbce46f77f01855a88f38e087bf  Bom                         Recomendo                                                                                                                                                                                                               1
0384edfc6d191edfa85879f875b547a0  Péssimo                     Nao veio com o interruptor tentei ligar na loja e sem êxito                                                                                                                                                             1
038a022b01239ce2ebdf97ecb2aa2f99  Recomendo                   Muito bom o produto                                                                                                                                                                                                     1
038e065415fb159cc302f06417fbba8f  PESSIMA                     Esta com defeito danificou todas as imagem salvas e eu perdi 182 fotos.                                                                                                                                                 1
0393945717e951a578c353eefb9cfec3  providências lannister!     Vários atrasos e o produto com absurdo de atraso!! Aguardando providências da lannister.com                                                                                                                             1
039789c4ddfdc8601e921a6b90730700  Produto não chegou          Produto não chegou e não tive estorno.                                                                                                                                                                                  1
039c4093d3e3f9d07fec60b2b1dd6444  Produto com defeito         Acabei de receber o produto, porem quando abri a caixa, o produto estava rachado e o conteúdo todo espalhado, o produto é adubo químico, com a embalagem estourada será difícil não empedrar!!\r\n                      1
03a0087389b6b7547091ac57fb438b10  CAPA DE COLCHÃO             TUDO ÓTIMO                                                                                                                                                                                                              1
03ac33a369080fb7b1ce46c5ced75d30  SUPER RECOMENDO             Gostei do produto foi o esperado                                                                                                                                                                                        1
03b4b65cdac3963e548b95f44f6c30ea  Otimo                       Otimo                                                                                                                                                                                                                   1
03c07b37294e67770931d09992478ce6  Perfeito!                   O perfume é ótimo. O preço sem comparação. Podem comprar sem medo.                                                                                                                                                      1
03c52c7c9ecc75e097d450a7d020ef00  Recomendo                   A princípio fiquei com receio por não ter nenhuma avaliação aqui, mas pesquisei mais informações sobre a empresa e comprei e super recomendo. O aparelho chegou com 10 dias e veio sem nenhum defeito.                  1
03c6157346c64b94b0d9503c0ad6c945  Super recomendo             Gostei muito dessa experiência. E me surpreendi, pois recebi meu produto antes do prazo, e estou contente, pois achei que não o receberia antes de viajar. Super recomendo!!                                            1
03ca95cc4688aee454124f8c44d15a8a  Shouwwww gosteiii muito     Gostei muito .. está de parabéns 👏👏👏 Recomendo a loja..TOP                                                                                                                                                              1
03ccc1453f9e06d7bda13b87eb24806d  a pensar recomendação       Comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca                                                                                                                                    1
03d01163e7470ebe4c2b716797bda088  Falta de comprometimento    Como está especificado no pedido, solicitei o cadeira branca com lilás e recebo uma nota fiscal com a cadeira branca com roxa, é o produto branco com roxo, então a minha escolha não valeu de nada....                 1
03d14ff1095e8d3c03d45542b16ed70b  Entrega rápida              Entregou antes do previsto, minha filha amou o relógio.                                                                                                                                                                 1
03d37a51ee326763ae8dd079ebc20f4e  Entregue                    Entregue                                                                                                                                                                                                                1
03d3ae62cbb656b7e3c2286866217647  5                           super indico , pois o produto chegou em perfeito estado,e dentro do prazo de entrega. Parabéns pela eficiência!!                                                                                                        1
03d6da1d59294231c29f6b814f596a0d  super recomendado           ótimo prduto                                                                                                                                                                                                            1
03e5a07487c1b49fdc458621476033c9  QUANTIDADE ERRADA           COMPREI 05 COPOS E RECEBI APENAS 01 COPO, POR FAVOR SOLICITO A ENTREGA DOS DEMAIS COPOS QUE FIZ A COMPRA E EFETUEI O PAGAMENTO                                                                                          1
03f5e62d2c57867d8abc2c2d5c449175  satisfeito                  tudo de acordo                                                                                                                                                                                                          1
03f672a667a075d3ec401023c3b0fb40  Muito lindo                 Recomendo a colcha e linda!                                                                                                                                                                                             1
03f7b4d427b9c0308b80826929d53f00  Entrega muito rapida        Produto muito bom.                                                                                                                                                                                                      1
03f8fc8978a0174c9aae55fab444415c  MARAVILHOSO!!!              TODOS OS PRODUTOS QUE PRECISO COMPRAR VIA INTERNET, SÓ FAÇO PELA lannister.COM.\r\nEXCELENTE TODOS OS SERVIÇOS!!!!!\r\nAS ENTREGAS SEMPRE CHEGAM ANTES DO PRAZO E ISSO É MUITO BOM!!!!                                  1
0403a3294dd0019d80644def7cdfd603  Cor errada                  Comprei o produto na cor laranja, foi enviado na cor vermelha, ate desanimei de devolver, o processo de troca sei que ia demorar, esse parceiro targaryen deveria ter avisado que a cor estava em falta                 1
0404fa66ba8d31cfaccc33faadb56146  otimo                       tudo bem ele chegou ate antes do prazo                                                                                                                                                                                  1
04140a64699a75ecbf17ad7c0697b645  Ótimo!!!                    Gostei muito do produto!!! Excelente.                                                                                                                                                                                   1
04197728b07971ad419b9d03265a807c  Otima produto               otima entrega e produto                                                                                                                                                                                                 1
04207b4aa9909eafe585382eaa2108fe  Satisfeita                  O produto foi entregue bem antes do prazo.                                                                                                                                                                              1
0425ce837817cd89c2bc5e6f005e9d8f  Recomendo                   chegou tudo certo e o produto e muito bom                                                                                                                                                                               1
042cd74de8d76d3ef7b1bfdfd0e92835  Ótimo produto               Excelente relógio perfeito                                                                                                                                                                                              1
042e4761d745a9ad2093474c1825a2a3  otimo                       Ainda ganhei um livro de brinde                                                                                                                                                                                         1
042eb5306193dafd3f609366a04b09b0  10                          estamos juntos e misturados.                                                                                                                                                                                            1
043ea4099fdd226b8c8c9357b9a29c91  MT bom                      Chegou no prazo tudo certinho                                                                                                                                                                                           1
